time (s),decision_0_vs_1 (V),decision_0_vs_2 (V),decision_0_vs_3 (V),decision_0_vs_4 (V),decision_0_vs_5 (V),decision_0_vs_6 (V),decision_0_vs_7 (V),decision_0_vs_8 (V),decision_0_vs_9 (V),decision_1_vs_2 (V),decision_1_vs_3 (V),decision_1_vs_4 (V),decision_1_vs_5 (V),decision_1_vs_6 (V),decision_1_vs_7 (V),decision_1_vs_8 (V),decision_1_vs_9 (V),decision_2_vs_3 (V),decision_2_vs_4 (V),decision_2_vs_5 (V),decision_2_vs_6 (V),decision_2_vs_7 (V),decision_2_vs_8 (V),decision_2_vs_9 (V),decision_3_vs_4 (V),decision_3_vs_5 (V),decision_3_vs_6 (V),decision_3_vs_7 (V),decision_3_vs_8 (V),decision_3_vs_9 (V),decision_4_vs_5 (V),decision_4_vs_6 (V),decision_4_vs_7 (V),decision_4_vs_8 (V),decision_4_vs_9 (V),decision_5_vs_6 (V),decision_5_vs_7 (V),decision_5_vs_8 (V),decision_5_vs_9 (V),decision_6_vs_7 (V),decision_6_vs_8 (V),decision_6_vs_9 (V),decision_7_vs_8 (V),decision_7_vs_9 (V),decision_8_vs_9 (V)
28.80E-6,3.003,2.999,3.001,2.999,2.998,590.2E-3,2.997,2.998,2.999,2.999,2.999,-2.516E-3,3.001,2.861,3.000,3.001,11.16E-3,3.001,-1.400E-3,-792.0E-6,10.38E-3,59.23E-6,2.989,854.8E-3,-46.72E-6,11.26E-3,-407.8E-6,10.16E-3,2.999,2.998,-140.2E-3,11.12E-3,2.999,3.002,2.999,-3.766E-3,3.016,3.001,3.001,919.6E-6,2.998,2.999,2.999,2.999,-276.1E-6
28.81E-6,575.8E-6,2.997,2.994,3.000,3.003,2.982,3.004,2.999,2.999,2.999,2.998,2.986,3.002,2.991,2.999,3.002,2.984,3.028,3.002,3.001,2.999,3.021,2.980,2.999,3.001,2.999,2.994,2.996,2.982,3.013,777.0E-6,2.007E-3,-1.253E-3,-1.264E-3,16.60E-3,-1.177E-3,538.8E-6,1.106E-3,4.264E-3,-26.82E-3,2.984,3.000,2.999,3.000,3.027
28.81E-6,-3.331E-3,-963.9E-6,-2.752E-3,1.236E-3,-1.785E-3,-3.302E-3,-313.8E-6,-2.728E-3,-6.587E-3,2.999,2.999,2.998,2.990,2.999,2.993,2.997,3.003,351.5E-6,3.011,3.001,4.453E-3,3.013,1.181E-3,2.988,-1.620E-3,3.000,4.575E-3,-129.1E-3,3.145,2.999,2.988,-29.05E-6,3.001,2.989,3.001,5.656E-3,-8.262E-3,1.898E-3,1.833E-3,2.999,2.994,3.000,159.5E-3,8.085E-3,2.995
28.82E-6,1.458E-3,-1.038E-3,1.191E-3,715.1E-6,-1.079E-3,1.608E-3,1.605E-3,1.436E-3,1.437E-3,2.999,2.998,4.883E-3,2.999,3.000,2.998,2.999,2.997,2.999,2.996,2.998,206.3E-3,1.378E-3,1.254E-3,2.996,12.70E-6,2.998,121.4E-6,1.313E-3,2.816E-3,5.124E-3,3.001,977.3E-6,2.999,2.999,2.999,1.331E-3,1.447E-3,542.9E-6,61.74E-6,2.999,664.9E-6,2.998,2.999,58.78E-3,1.269E-3
28.82E-6,-35.41E-6,3.000,2.996,-1.483E-3,2.999,1.150E-3,3.000,2.999,3.000,2.998,2.995,2.999,2.997,16.57E-3,3.000,2.995,2.996,916.4E-6,6.205E-3,-79.55E-6,257.8E-6,2.996,2.834E-3,2.923,2.191E-3,2.999,-124.5E-6,2.999,2.999,2.999,898.4E-6,378.8E-6,3.000,2.997,2.997,-47.84E-6,2.997,2.999,2.999,2.999,2.996,3.000,6.072E-3,-2.595E-3,3.000
28.82E-6,1.339E-3,2.998,2.993,2.999,-25.25E-3,856.3E-6,1.072,2.999,2.996,2.989,2.993,3.000,3.000,1.999E-3,3.001,3.004,2.991,293.2E-6,-216.1E-6,359.5E-6,-3.810E-3,682.8E-6,550.6E-6,296.3E-6,-23.79E-6,2.998,29.38E-3,-190.2E-6,3.000,1.374E-3,1.143E-3,-3.210E-3,1.087E-3,3.003,3.000,3.003,996.2E-6,3.003,10.22E-3,3.001,2.998,2.999,2.998,2.999,384.9E-6
28.83E-6,1.280E-3,2.998,777.0E-6,2.999,2.999,3.000,3.000,2.999,2.999,3.000,3.083,3.001,3.000,3.001,3.001,3.001,3.001,546.1E-6,3.000,2.999,2.999,2.998,2.913,2.999,3.001,3.000,3.000,2.997,2.997,2.985,903.4E-6,416.6E-6,-832.4E-6,614.4E-6,24.71E-3,763.6E-6,3.009,1.018E-3,2.999,3.622E-3,755.1E-6,2.999,2.999,3.000,3.000
28.83E-6,2.999,3.000,3.003,-10.07E-3,2.998,1.575E-3,1.290E-3,3.001,3.001,14.45E-3,3.001,3.998E-3,3.002,903.1E-3,2.999,2.992,3.010,2.994,882.7E-6,488.6E-6,8.411E-3,422.7E-6,-11.92E-3,2.989,-2.214E-3,16.76E-3,-819.7E-6,848.2E-6,12.68E-3,-988.6E-6,3.010,-8.644E-3,3.000,3.003,3.002,-1.854E-3,3.005,2.996,2.998,3.001,2.989,3.002,3.007,2.999,3.059E-3
28.84E-6,151.1E-6,2.999,3.000,2.999,2.998,3.003,2.999,2.999,3.000,-14.68E-3,2.999,4.490E-3,3.000,2.188E-3,2.999,3.000,2.999,692.2E-6,-252.1E-6,188.9E-6,1.348E-3,2.993,2.994,1.070E-3,3.020E-3,2.998,-377.8E-6,-3.857E-3,3.000,-10.19E-3,2.964E-3,-6.417E-3,2.999,2.998,3.001,468.7E-6,3.014,2.997,2.996,2.999,2.995,2.999,2.800,2.999,1.179E-3
28.84E-6,3.002,2.998,3.000,2.999,2.998,3.004,9.143E-3,2.998,6.755E-3,2.998,2.999,2.999,2.999,2.995,-2.304E-3,3.003,2.830,2.999,-228.9E-6,2.999,3.000,-3.412E-3,3.003,-512.2E-6,883.9E-6,2.999,3.004,6.152E-3,3.000,895.1E-6,2.998,2.998,-4.539E-3,3.001,45.75E-3,3.001,15.05E-6,99.56E-6,428.8E-6,-3.437E-3,-2.585E-3,-3.760E-3,3.002,3.004,-1.103E-3
28.84E-6,2.999,3.002,3.025,3.000,3.001,2.994,-13.16E-3,3.003,2.999,2.998,3.000,3.001,3.000,2.996,-361.3E-6,2.979,2.994,3.726E-3,5.255E-3,3.003,3.000,3.503E-3,2.994,4.832E-3,7.400E-3,3.080,3.000,-14.61E-3,2.996,-2.099E-3,2.997,3.001,11.00E-3,2.993,3.000,-10.83E-3,10.69E-3,2.953,9.487E-3,-2.291E-3,8.689E-3,16.64E-3,3.002,2.977,8.175E-3
28.85E-6,391.1E-6,6.349E-3,2.997,5.371E-3,2.999,-78.07E-6,428.9E-6,121.2E-3,-46.16E-6,-3.977E-3,2.993,1.301E-3,2.994,3.928E-3,707.7E-6,2.998,3.003,3.000,445.5E-6,2.999,4.031E-3,2.993,2.999,572.8E-3,900.1E-6,6.691E-3,-234.7E-6,1.943E-3,6.920E-3,5.715E-3,2.992,5.715E-3,3.000,2.998,3.000,224.1E-6,320.0E-6,-2.992E-3,2.264E-3,3.000,2.999,3.000,3.000,85.16E-3,644.7E-6
28.85E-6,1.698E-3,2.999,2.995,2.999,1.347,3.000,3.001,3.000,3.001,2.999,2.999,2.992,3.000,2.993,2.994,3.001,2.995,1.388E-3,3.004,-72.67E-9,-397.8E-6,1.478E-3,1.605E-3,660.9E-6,2.998,2.999,2.999,3.013,2.987,3.004,-1.832E-3,6.498E-3,3.007,-100.8E-6,6.654E-3,2.997,2.987,2.990,3.000,3.001,842.2E-6,2.994,553.7E-6,2.999,2.996
28.86E-6,845.6E-6,2.999,2.999,2.999,2.999,2.999,-640.2E-6,2.999,2.999,2.998,2.999,2.992,2.998,3.002,2.999,3.000,2.995,996.5E-6,838.0E-6,-457.3E-6,6.506E-3,1.054E-3,1.170E-3,4.146E-3,2.993,2.999,2.999,4.701E-3,3.000,2.781,-14.47E-6,-1.584E-3,-534.1E-6,7.543E-3,3.053,3.000,-15.90E-3,2.998,2.999,-57.63E-3,2.998,28.11E-6,2.996,2.998,1.151E-3
28.86E-6,1.067E-3,3.000,3.001,10.54E-3,2.998,-357.4E-6,2.994,2.999,2.998,522.4E-3,2.996,5.686E-3,3.000,-4.745E-3,2.991,3.001,3.005,3.000,4.383E-3,3.043E-3,229.5E-6,3.001,3.006,2.998,-365.7E-6,9.089E-3,-1.008E-3,8.307E-3,9.162E-3,9.856E-3,3.005,273.9E-6,3.001,3.001,2.999,827.5E-6,2.993,2.997,3.000,3.001,2.999,3.000,2.999,2.999,2.547E-3
28.86E-6,-757.2E-6,16.32E-3,2.999,25.61E-3,2.999,-781.3E-6,7.288E-3,3.001,2.281,-17.43E-3,2.977,21.42E-3,2.998,4.863E-3,440.3E-6,2.995,3.010,3.006,-993.9E-6,3.001,980.3E-6,3.005,2.999,3.009,-2.667E-3,25.20E-3,-5.300E-3,14.94E-3,20.30E-3,21.21E-3,3.006,-1.242E-3,3.002,3.006,3.000,-6.014E-3,-998.9E-6,2.939E-3,-2.117E-3,3.005,3.002,3.003,3.000,3.001,957.6E-6
28.87E-6,149.8E-6,4.548E-3,2.999,4.230E-3,2.999,3.009E-3,783.6E-6,3.183E-3,-581.1E-6,35.89E-3,2.999,2.997,3.000,2.998,2.998,2.996,573.7E-6,2.999,2.996,2.999,3.000,2.963,4.481E-3,2.997,2.999,935.3E-6,2.998,2.998,4.063E-3,-158.2E-3,829.5E-6,2.999,2.999,2.221E-3,4.164E-3,1.304E-3,46.71E-3,1.361E-3,2.052E-3,842.3E-6,2.340E-3,4.128E-3,-38.25E-6,732.9E-6,2.739
28.87E-6,2.999,2.998,2.998,2.999,2.998,2.989,2.999,2.998,2.996,1.641E-3,2.159E-3,7.152E-3,10.95E-3,-1.250E-3,7.081E-3,517.2E-6,604.6E-6,808.3E-6,750.0E-6,1.642E-3,-1.885E-3,2.559,2.208E-3,1.277E-3,1.328E-3,1.202E-3,536.0E-6,13.38E-3,2.999,676.5E-6,1.177E-3,6.343E-3,2.999,3.001,2.996,-17.42E-6,2.997,2.997,2.993,2.999,3.002,2.999,2.999,7.306E-3,-64.02E-6
28.88E-6,1.449E-3,2.998,2.998,2.999,3.000,2.994,3.000,2.999,2.999,2.998,2.999,3.001,2.999,3.001,3.000,2.999,3.001,985.1E-6,3.001,3.000,2.999,2.999,3.011,2.999,3.000,2.999,2.999,2.999,2.994,2.994,1.022E-3,-957.5E-6,-541.3E-6,-146.6E-6,7.144E-3,-863.4E-6,1.669,886.1E-6,2.999,34.93E-3,1.507,2.999,2.969,3.000,3.001
28.88E-6,999.8E-6,5.327E-3,158.3E-6,-1.839E-3,7.445E-3,-1.160E-3,2.988,10.78E-3,2.997,2.999,3.001,2.996,2.994,185.9E-3,2.997,3.001,2.994,2.999,3.001,2.999,8.277E-3,2.988,2.999,2.996,2.998,2.999,-515.4E-6,2.990,2.998,2.991,814.4E-6,-1.231E-3,3.000,1.106E-3,3.000,-368.1E-6,3.000,1.442E-3,2.999,3.000,3.000,3.000,6.830E-3,1.584E-3,2.988
28.88E-6,2.999,2.998,2.999,3.162E-3,2.999,2.385E-3,796.3E-6,2.998,2.999,2.633E-3,2.999,7.364E-3,2.999,18.04E-3,1.548E-3,3.001,3.000,3.000,1.505E-3,1.094E-3,-993.4E-6,1.454E-3,2.999,1.167E-3,1.021E-3,-56.82E-6,7.066E-3,-500.7E-6,1.062,427.3E-6,1.337E-3,-303.6E-6,2.999,3.000,2.999,784.0E-6,2.918E-3,3.000,2.999,2.995,3.001,2.999,2.998,3.000,1.096E-3
28.89E-6,1.478E-3,7.227E-3,-1.539E-3,-883.6E-6,218.7E-6,288.4E-6,1.105E-3,-1.926E-3,-345.8E-6,2.999,3.001,2.999,3.002,2.999,2.989,3.002,2.992,472.3E-3,3.011,2.999,2.078E-3,1.792E-3,1.022E-3,2.985,-438.7E-6,3.000,3.676E-3,1.631E-3,12.70E-3,52.23E-3,2.995,-487.8E-6,2.999,3.001,3.000,-1.137E-3,1.335E-3,-467.0E-6,12.22E-3,3.000,2.999,3.000,2.999,2.422,2.992
28.89E-6,3.000,2.999,3.001,163.7E-3,2.998,2.996,2.919,2.999,2.999,2.999,3.002,14.43E-3,3.001,3.008,-72.31E-6,3.000,2.996,3.002,598.5E-6,2.291E-3,-2.292E-3,1.214E-3,3.000,1.140E-3,-388.2E-6,893.4E-6,-1.163E-3,2.544E-3,1.728E-3,-1.849E-3,2.999,673.7E-6,1.847E-3,2.999,2.995,-2.187E-3,1.230E-3,3.000,809.0E-6,3.002,3.000,2.999,2.999,3.001,792.1E-6
28.90E-6,3.001,2.998,3.000,2.999,2.999,3.001,2.998,3.002,2.998,-1.567E-3,11.20E-3,-3.137E-3,7.925E-3,-1.875E-3,9.046E-3,6.750E-3,-3.000E-3,24.24E-6,3.496E-3,787.8E-6,-686.7E-6,2.996,3.391E-3,940.0E-6,5.280E-3,416.4E-6,2.364E-3,2.999,2.999,754.5E-6,870.1E-6,-6.151E-3,2.997,2.994,30.58E-3,855.4E-6,3.001,2.995,30.21E-3,3.000,2.999,818.0E-6,2.854,11.16E-3,9.755E-3
28.90E-6,-8.337E-3,2.999,19.55E-3,3.007,3.003,-6.148E-3,3.006,2.999,3.007,2.999,2.999,2.960,2.997,14.51E-3,2.992,2.968,2.951,-19.00E-3,2.994,31.44E-3,1.574E-3,2.949,2.989,2.956,2.976,3.000,-3.289E-3,2.992,2.996,3.074,-6.845E-3,16.42E-3,2.996,-4.838E-3,3.006,-1.052E-3,2.976,2.961,3.004,3.010,2.962,3.010,22.70E-3,2.999,2.988
28.90E-6,3.220E-3,-5.573E-3,-3.104E-3,-2.778E-3,13.11E-3,-180.6E-6,132.6E-6,-1.653E-3,1.608E-3,3.004,2.999,2.997,3.005,3.003,3.003,3.006,3.003,-4.040E-3,3.075,2.997,22.26E-3,-190.9E-6,-1.340E-3,2.993,6.480E-3,2.999,2.999,-525.6E-6,2.994,2.999,3.005,2.999,2.999,2.999,2.999,-2.209E-3,-4.748E-3,-5.188E-3,-4.927E-3,2.684,589.6E-6,2.971,3.000,2.992,1.211E-3
28.91E-6,3.000,2.998,2.999,2.999,3.000,2.995,2.999,2.999,2.999,-3.746E-3,2.525E-3,-11.44E-3,10.03E-3,-2.296E-3,8.992E-3,2.471E-3,-472.0E-6,614.6E-6,-654.0E-6,1.062E-3,-1.308E-3,3.000,3.458E-3,1.064E-3,5.930E-3,-716.9E-6,806.9E-6,2.999,3.000,1.284E-3,867.1E-6,6.481E-3,2.999,2.999,2.404E-3,-293.3E-6,2.992,2.997,2.993,2.999,3.001,2.994,2.999,10.42E-3,5.029E-3
28.91E-6,2.126E-3,3.047,1.243E-3,2.999,3.002,531.7E-6,3.001,2.999,3.000,2.999,3.000,2.985,4.344E-3,2.999,3.001,3.001,2.989,2.997,3.002,1.454E-3,-7.643E-3,2.984,2.985,2.998,2.987,7.965E-3,4.877E-3,2.994,2.991,2.998,-79.43E-6,-892.3E-6,9.572E-3,-170.6E-6,2.998,18.59E-3,3.000,2.986,3.002,2.999,2.996,2.999,12.55E-3,2.999,2.985
28.92E-6,3.000,2.999,3.000,2.999,2.999,2.999,1.664E-3,3.000,3.645E-3,806.2E-6,2.964E-3,2.520E-3,3.473E-3,-819.5E-6,2.807E-3,4.235E-3,1.929E-3,478.1E-6,433.7E-6,479.9E-6,-275.4E-6,996.0E-6,3.751E-3,887.5E-6,996.4E-6,2.001E-3,2.995,14.65E-3,2.999,2.529E-3,639.0E-6,2.998,2.999,3.000,3.070,770.0E-6,2.116,2.992,3.002,963.5E-6,2.998,3.171E-3,2.999,4.000E-3,3.872E-3
28.92E-6,2.048E-3,2.999,3.539E-3,2.998,103.8E-3,3.674E-3,2.999,2.998,2.999,3.001,3.000,2.997,2.998,2.992,3.003,2.999,3.000,1.268E-3,1.076E-3,1.051E-3,-744.8E-6,1.809E-3,1.111E-3,916.6E-6,3.001,2.999,3.000,1.304E-3,3.001,2.990,1.088E-3,-244.2E-6,1.312E-3,-27.93E-3,3.052,3.002,7.512E-3,3.002,3.002,2.999,3.000,7.117E-3,2.998,2.998,1.336E-3
28.92E-6,1.088E-3,9.421E-3,1.052E-3,-8.125E-3,6.593E-3,1.249E-3,2.993,-11.86E-3,3.000,2.997,3.000,3.000,2.999,4.818E-3,3.001,2.999,3.001,691.7E-6,2.999,2.999,869.8E-6,2.996,2.999,3.000,2.997,2.999,711.1E-6,2.993,2.999,2.988,1.027E-3,-1.198E-3,2.999,3.011,2.999,384.9E-6,3.001,2.999,2.999,2.999,3.000,2.999,12.72E-3,10.41E-3,2.987
28.93E-6,2.925E-3,-6.208E-3,-387.5E-6,-1.920E-3,-1.627E-3,2.688E-3,2.623E-3,-5.828E-3,-3.013E-3,2.999,2.998,15.06E-3,3.000,2.994,843.2E-6,2.999,2.991,3.000,1.228E-3,2.997,7.655E-3,2.995,2.999,2.988,-4.387E-3,2.999,-582.2E-6,-1.648E-3,3.329E-3,-407.0E-6,3.002,1.743E-3,2.998,3.002,2.999,2.129E-3,-1.505E-3,-2.116E-3,-5.343E-3,2.998,2.999,2.997,2.999,3.008,1.589E-3
28.93E-6,3.000,3.000,3.002,-5.568E-3,2.998,3.002,3.000,3.002,2.999,-4.585E-3,-17.12E-3,11.64E-3,-10.83E-3,-14.20E-6,5.559E-3,-6.323E-3,-2.238E-3,-167.9E-6,-180.5E-6,142.1E-6,2.308E-3,3.006,2.993,13.70E-3,1.726E-3,12.31E-3,1.115E-3,-8.501E-3,2.999,-5.605E-3,2.999,2.999,3.001,3.000,3.000,3.020,2.997,2.990,4.031E-3,3.005,2.997,2.999,2.988,3.359E-3,11.39E-3
28.94E-6,6.162E-3,1.042E-3,2.999,5.042E-3,2.999,538.2E-6,306.6E-6,23.37E-3,1.028E-3,3.131E-3,2.999,2.450E-3,3.000,4.075E-3,2.999,2.999,756.9E-6,2.999,2.999,2.999,19.62E-3,2.998,2.999,2.929,411.2E-6,2.998,705.9E-6,1.235E-3,704.3E-3,4.960E-3,2.994,1.981E-3,2.999,3.000,2.996,170.8E-6,1.230E-3,2.999,1.216E-3,2.999,2.999,2.999,2.999,2.999,952.5E-6
28.94E-6,988.9E-6,2.998,3.000,-5.367E-3,2.998,2.999,4.184E-3,2.999,2.999,3.560E-3,4.821E-3,89.47E-6,2.999,-3.820E-3,334.9E-6,2.999,3.000,2.994,1.188E-3,1.184E-3,-427.0E-6,672.8E-6,2.994,895.3E-6,952.8E-6,2.992,2.999,3.995E-3,3.000,5.784E-3,1.462E-3,25.12E-3,638.8E-6,3.001,2.999,3.000,1.383E-3,2.999,2.995,3.000,3.001,2.999,2.999,3.001,674.8E-6
28.94E-6,1.231E-3,2.998,3.002,2.999,317.8E-6,1.163E-3,3.001,2.998,2.999,3.002,2.999,2.986,2.998,1.126E-3,3.003,3.000,2.994,-1.184E-3,13.70E-6,-1.672E-3,-239.2E-6,1.751E-3,740.7E-6,3.002,2.992,2.998,1.502E-3,11.66E-3,2.995,2.985,565.7E-6,-3.435E-3,331.2E-6,938.9E-6,2.998,9.549E-3,3.001,2.996,2.999,3.000,655.6E-6,2.998,-58.25E-6,3.000,3.002
28.95E-6,3.502E-3,2.998,-1.751E-3,3.000,-29.37E-3,-488.7E-6,3.000,3.000,3.007,2.985,3.005,2.999,3.007,-24.67E-3,3.008,3.009,3.000,-860.6E-6,3.001,-915.1E-6,4.851E-3,2.973,3.024,2.974,3.000,3.001,187.8E-3,3.000,2.999,2.970,386.9E-6,-4.110E-3,2.906,2.454E-3,3.001,-980.2E-6,3.004,3.000,3.000,3.002,2.976,3.000,28.15E-3,2.999,2.984
28.95E-6,-6.002E-3,2.999,3.000,3.000,2.997,3.000,3.001,3.003,3.000,2.993,3.003,3.001,3.002,3.000,3.005,3.006,2.965,-6.270E-3,-1.535E-3,-2.049E-3,-21.12E-6,-667.2E-6,-492.6E-6,-2.706E-3,24.00E-3,3.001,3.037,-2.175E-3,3.001,2.349E-3,292.8E-6,3.000,-366.6E-6,3.004,2.998,3.778E-3,226.2E-6,2.966,-1.959E-3,1.016E-3,3.018,2.417,3.000,3.001,-31.85E-6
28.96E-6,8.721E-3,2.999,2.998,2.999,2.992,1.071E-3,3.002,2.999,2.999,3.190,2.997,2.991,2.988,-4.893E-3,2.998,2.999,2.997,211.5E-6,2.997,3.008,6.401E-3,2.988,3.005,2.991,2.999,2.999,-1.659E-3,2.988,2.999,3.006,848.9E-6,-1.707E-3,3.000,2.997,3.000,-1.166E-3,2.997,2.999,2.999,2.999,3.001,2.999,10.65E-3,-5.538E-3,2.993
28.96E-6,6.152E-3,2.998,2.996,3.000,2.998,2.998,11.55E-3,2.999,-855.6E-6,3.000,2.999,2.996,3.000,2.997,2.999,3.003,2.175E-3,-1.270E-3,597.7E-6,2.999,2.999,-1.594E-3,2.988,-267.2E-6,3.000,3.000,3.002,12.86E-3,3.000,3.006,2.999,2.998,-2.855E-3,3.000,-14.02E-3,3.000,1.171E-3,572.9E-6,1.234E-3,-1.701E-3,-740.7E-6,-1.665E-3,3.000,3.000,-22.06E-6
28.96E-6,3.017,2.998,3.000,10.46E-3,3.000,2.992,-1.713E-3,2.999,-342.9E-6,-1.747E-3,2.999,2.999,2.999,3.002,-586.4E-6,3.000,13.55E-3,3.002,696.4E-6,3.000,3.001,-825.1E-6,2.997,-332.0E-6,1.947,2.998,3.006,-723.8E-6,3.009,1.053,3.000,2.999,4.068E-3,2.999,8.790E-3,14.83E-3,811.5E-6,-371.3E-6,-57.57E-6,-160.0E-6,2.999,-1.332E-3,3.001,3.001,785.1E-6
28.97E-6,2.998,2.998,2.998,2.999,2.998,3.000,6.162E-3,2.998,2.999,4.830E-3,3.791E-3,2.995,2.999,2.997,694.5E-6,47.01E-3,2.373E-3,2.999,3.000,2.999,2.998,1.502E-3,3.000,-180.1E-6,3.000,3.000,2.995,1.539E-3,3.001,2.993,428.8E-3,2.999,-579.2E-6,422.2E-6,1.148E-3,87.22E-3,1.571E-3,4.068E-3,1.313E-3,467.8E-6,2.998,-415.8E-6,2.999,2.999,424.2E-6
28.97E-6,881.7E-6,2.999,4.774E-3,3.000,2.999,670.1E-6,3.002,2.999,3.001,3.000,3.001,2.999,3.000,-59.95E-3,3.001,3.001,2.994,2.992,2.999,992.1E-6,3.840E-3,2.975,2.979,2.988,2.999,2.999,13.42E-3,2.987,2.999,2.973,-283.3E-6,1.790E-3,2.998,358.3E-6,2.999,9.291E-3,2.996,2.999,3.001,3.001,2.994,3.001,12.71E-3,2.999,2.976
28.98E-6,-3.809E-3,3.000,961.9E-6,3.001,2.998,1.422E-3,3.004,3.002,3.003,2.976,2.993,2.988,2.996,3.049,2.987,2.993,2.967,875.8E-6,3.001,28.93E-3,21.19E-3,2.977,2.977,2.986,2.994,2.998,3.010,2.976,2.994,2.998,-3.337E-3,16.33E-3,2.213,-194.0E-6,3.002,2.078E-3,2.990,2.986,3.003,3.004,2.975,3.003,-6.378E-3,3.000,3.015
28.98E-6,1.316E-3,2.998,2.999,25.38E-3,2.998,1.232E-3,-2.651E-3,2.998,2.999,2.992,3.003,2.993,2.999,6.369E-3,3.000,3.005,2.993,2.997,1.290E-3,-1.198E-3,1.360,1.079E-3,2.991,1.023E-3,1.189E-3,2.999,2.999,-2.611E-3,3.000,1.089E-3,1.143E-3,8.802E-3,834.0E-6,3.001,2.999,5.618E-3,1.360E-3,3.003,2.999,3.002,3.004,3.000,2.998,3.000,1.004E-3
28.98E-6,2.776E-3,2.998,929.2E-6,68.88E-3,11.12E-3,1.236E-3,2.999,-1.597E-3,897.7E-6,3.001,3.004,2.998,2.998,2.996,3.004,3.005,2.988,968.2E-6,1.688E-3,1.441E-3,-4.882E-3,1.903E-3,-2.821E-3,1.689E-3,4.035E-3,2.999,2.998,-1.227E-3,2.998,102.8E-3,922.2E-3,13.01E-3,-18.90E-3,3.003,2.999,2.981,2.231E-3,3.001,-885.4E-6,2.990,3.002,2.999,2.998,1.447,900.4E-6
28.99E-6,1.334E-3,2.998,1.301E-3,3.000,2.998,429.6E-6,2.999,2.998,2.999,2.999,3.001,3.002,2.999,2.995,3.001,3.001,3.002,3.000,11.99E-3,-1.403E-3,4.673E-3,2.992,2.992,3.000,3.006,2.999,941.5E-6,379.0E-3,2.992,2.998,1.125E-3,1.838E-3,2.999,1.273E-3,2.998,1.262E-3,3.000,2.994,3.000,2.998,3.001,2.998,405.1E-6,3.000,2.999
28.99E-6,3.000,2.998,2.999,2.998,2.999,2.999,2.736E-3,3.000,915.9E-9,26.25E-3,8.342E-3,1.694E-3,8.294E-3,2.997,7.075E-3,4.385E-3,5.601E-3,879.3E-6,722.8E-6,818.1E-6,769.6E-6,787.1E-6,2.956,771.4E-6,919.6E-6,1.324E-3,2.995,5.926E-3,3.000,955.1E-6,2.999,2.999,484.5E-6,2.999,95.57E-6,1.810E-3,843.1E-6,2.995,769.9E-6,824.5E-6,2.999,-131.9E-6,3.000,2.999,2.765E-3
29.00E-6,2.998,3.000,3.000,10.82E-3,3.000,500.7E-6,404.4E-6,2.999,478.1E-6,-8.028E-3,3.000,12.97E-3,2.995,-374.9E-6,410.8E-6,2.999,5.341E-3,3.001,-913.8E-6,8.377E-3,-467.9E-6,3.005,2.999,135.6E-6,-422.7E-6,9.981E-3,-170.8E-6,134.7E-6,6.556E-3,919.6E-6,2.998,2.768E-3,3.001,3.001,3.000,653.9E-6,1.935E-3,2.998,398.5E-6,2.999,3.001,3.000,2.999,2.370,348.5E-6
29.00E-6,146.2E-6,2.998,-788.8E-6,2.999,2.939E-3,375.0E-6,2.999,12.29E-3,-835.9E-6,3.002,2.998,2.997,2.998,2.990,3.000,3.002,1.387E-3,-667.5E-6,1.096E-3,-363.9E-6,-1.368E-3,1.609E-3,-89.52E-6,845.3E-6,2.999,3.000,3.000,2.997,2.999,2.942,707.1E-6,-3.016E-3,2.999,1.087E-3,13.68E-3,1.001E-3,1.373E-3,2.452,929.2E-6,2.999,2.998,10.78E-3,764.9E-6,8.087E-3,1.778E-3
29.00E-6,3.012,1.513E-3,3.003,-2.901E-3,2.998,1.424E-3,1.756E-3,3.113,1.360E-3,-1.839E-3,3.003,3.106E-3,3.003,2.995,1.704E-3,3.002,3.650E-3,2.999,1.569E-3,-4.419E-3,-2.062E-3,2.995,57.42E-3,1.782E-3,-2.171E-3,-2.791E-3,1.216E-3,-771.9E-6,5.148E-3,7.364E-3,3.003,2.999,3.000,3.000,3.000,-1.741E-3,1.968E-3,-12.30E-3,1.394E-3,2.998,2.999,2.998,2.999,8.121E-3,1.398E-3
29.01E-6,806.4E-6,2.998,-7.238E-6,3.000,3.000,3.001,3.002,2.999,3.000,3.000,3.000,3.002,3.003,3.001,3.002,3.003,3.002,77.93E-6,3.000,3.000,3.000,184.3E-6,3.024,2.998,3.003,3.001,2.999,3.000,3.002,2.976,411.5E-6,-2.286E-3,-993.3E-6,-21.91E-6,1.073E-3,-1.775E-3,2.996,59.51E-6,3.000,4.843E-3,850.2E-6,3.001,2.999,2.999,2.999
29.01E-6,-3.110E-3,2.998,3.006,2.129E-3,3.004,-5.489E-3,20.64E-3,3.003,-814.6E-6,2.983,2.990,-34.63E-3,2.959,-57.37E-3,2.976,2.981,2.492,3.006,25.42E-3,1.455E-3,7.499E-3,-366.6E-6,2.973,2.325E-3,21.96E-3,11.34E-3,-2.840E-3,29.24E-3,28.73E-3,-31.22E-3,2.972,6.009E-3,2.999,2.972,2.978,13.96E-3,-1.956E-3,2.995,26.69E-3,3.008,2.994,3.006,3.002,3.001,16.34E-3
